T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
amsah,rudolph,beewesley,r0cket_wizard,0,0,-1
ebay,vinodh,alien,spruce lee,1,-1,0
ten,rice,oreo,theprime,1,0,2
psychomidget,mchi,ganobrator,salty seth,0,2,0
nightmare,trulliam,mini joel,krizski,0,2,0
rocky,spark,balloon,nikabod,0,2,1
kalamazhu,s0ft,yikes,nigel,0,2,0
tinojoe,sway,chief,smurf,0,2,0
noobking,luigi ka-master,dsl_pl0x,keithrep,1,0,2
shoyo,chip,full metal jarod,funcrazyfish,0,2,0
nintendude,shunsuke,flex,pilldemon,0,2,0
yardsale,jv,tlo,torch,0,2,1
spud,aisengobay,jawanga,wasabi,0,2,0
wenbobular,winston,davidcanfly,low5,0,2,0
rustin,pookie,mew2queen,nmw,0,2,1
webwipe,mojomonkey,joseidon,mayan ryan,0,2,0
amsah,rudolph,alien,spruce lee,0,2,0
oreo,theprime,psychomidget,mchi,1,1,2
nightmare,trulliam,rocky,spark,0,2,1
kalamazhu,s0ft,tinojoe,sway,1,0,2
dsl_pl0x,keithrep,shoyo,chip,1,0,2
nintendude,shunsuke,yardsale,jv,0,2,0
spud,aisengobay,wenbobular,winston,0,2,0
rustin,pookie,webwipe,mojomonkey,1,0,2
westballz,gahtzu,amsah,rudolph,0,2,1
twin,javi,psychomidget,mchi,0,2,0
silent wolf,lovage805,nightmare,trulliam,0,2,0
zgetto,adamayonmike,tinojoe,sway,0,2,0
mikehaze,tai,shoyo,chip,0,2,1
crush,dizzkidboogie,nintendude,shunsuke,0,2,1
druggedfox,reno,spud,aisengobay,0,2,0
homemadewaffles,fatgoku,webwipe,mojomonkey,0,2,1
westballz,gahtzu,twin,javi,1,1,2
silent wolf,lovage805,zgetto,adamayonmike,0,2,1
mikehaze,tai,crush,dizzkidboogie,1,0,2
druggedfox,reno,homemadewaffles,fatgoku,1,0,2
ice,leffen,twin,javi,0,2,0
wizzrobe,prince f. abu,silent wolf,lovage805,1,0,2
bladewise,syrox,crush,dizzkidboogie,0,2,1
s2j,n0ne,homemadewaffles,fatgoku,0,2,1
ice,leffen,silent wolf,lovage805,0,3,0
bladewise,syrox,s2j,n0ne,0,3,2
trif,overtriforce,ice,leffen,1,1,3
the moon,professor pro,bladewise,syrox,0,3,0
ice,leffen,the moon,professor pro,0,3,2
hungrybox,swedish delight,ice,leffen,1,2,3
