P1, P2, set winner
simian,jonny "gumball" gamble,1
k,jonny "gumball" gamble,0
linus,nintnt,1
youngjiddle,remix,1
phoenix,cooljoe,0
mordicon,smookums,0
alex19,nintnt,0
big papi,remix,1
mundungu,phoenix,0
honeybaked,mordicon,0
alex19,remix,0
mundungu,honeybaked,0
alex19,mundungu,0
mordicon,linus,0
phoenix,youngjiddle,1
big papi,cooljoe,0
nintnt,smookums,0
mordicon,youngjiddle,0
big papi,nintnt,1
remix,mordicon,1
honeybaked,nintnt,1
mordicon,nintnt,1
mundungu,nintnt,0
jigg,daga,1
peanut,other guy,0
5ive,varisia,0
mattatari,sonachan,0
4%,daga,0
gumble,peanut,0
bigvegetabluntz,5ive,0
woley,mattatari,0
4%,gumble,0
bigvegetabluntz,woley,0
4%,bigvegetabluntz,0
mattatari,jigg,0
5ive,other guy,1
peanut,varisia,0
daga,sonachan,0
mattatari,other guy,1
peanut,daga,0
gumble,other guy,0
woley,peanut,1
gumble,peanut,1
bigvegetabluntz,peanut,0
aperture,skate,0
gibs,amplas,0
booty,ecco,1
ben zed,rico,0
n0ne,aperture,0
bandit,gibs,1
derfmidwest,ecco,0
chum,ben zed,0
n0ne,gibs,0
derfmidwest,chum,1
n0ne,chum,0
ben zed,skate,0
ecco,amplas,0
bandit,booty,1
aperture,rico,0
ben zed,ecco,1
booty,aperture,1
gibs,ecco,1
derfmidwest,aperture,0
ecco,derfmidwest,1
chum,derfmidwest,0
tarn,scorpiator,0
surf's up. hail satan.,hypn0tiq,0
catam,blue,1
luke wilson,zepto,1
odb,bp,1
armada,tarn,0
surf's up. hail satan.,blue,0
chompskye,zepto,1
cantus,bp,0
armada,surf's up. hail satan.,0
zepto,cantus,1
armada,cantus,0
hypn0tiq,catam,1
bp,scorpiator,0
chompskye,catam,1
blue,luke wilson,0
tarn,odb,1
bp,catam,0
blue,odb,1
surf's up. hail satan.,bp,0
zepto,odb,0
surf's up. hail satan.,zepto,0
cantus,surf's up. hail satan.,0
rockmix,l3ggy,0
wherd,merlisker,1
cop crusher,smlzgood,0
slyfincleton,kip,1
beerman,rockmix,0
knack,merlisker,1
phex,cop crusher,0
nja,kip,1
beerman,merlisker,0
phex,kip,0
beerman,phex,0
nja,l3ggy,0
cop crusher,wherd,0
knack,smlzgood,0
rockmix,slyfincleton,0
nja,cop crusher,0
knack,rockmix,1
merlisker,nja,1
kip,rockmix,0
nja,kip,0
dj red lantern,spor,1
flakes,necro joe,0
tianten,bman8tor,0
sevag,spoopy,0
anther,spor,0
boji,flakes,1
onion,tianten,0
tarchwood,sevag,0
anther,flakes,0
onion,tarchwood,0
anther,onion,0
sevag,dj red lantern,1
tianten,necro joe,1
boji,bman8tor,0
spor,spoopy,0
dj red lantern,necro joe,0
boji,spor,1
flakes,dj red lantern,1
tarchwood,spor,1
dj red lantern,spor,0
onion,dj red lantern,0
stango,| deoxiclean,1
off3nse,i am an owl,0
jecht,genoblast,1
5'10",pav nasty,1
absentpage,| deoxiclean,0
scoback,off3nse,1
baeblade,genoblast,0
lange,pav nasty,0
absentpage,off3nse,0
baeblade,lange,0
absentpage,baeblade,0
pav nasty,stango,0
genoblast,i am an owl,0
scoback,jecht,0
| deoxiclean,5'10",1
pav nasty,genoblast,1
scoback,5'10",0
off3nse,genoblast,0
lange,scoback,0
off3nse,lange,0
baeblade,off3nse,0
lightning mcpeen,paco,1
chillmilk,little bucket,0
uw | leahboo,k1lllaag,0
cal,jams,0
android,paco,0
disciple,chillmilk,0
blendtec,uw | leahboo,0
mask,cal,1
android,disciple,0
blendtec,cal,1
android,cal,0
mask,lightning mcpeen,0
uw | leahboo,little bucket,1
chillmilk,k1lllaag,0
paco,jams,0
mask,little bucket,0
chillmilk,paco,1
disciple,mask,1
blendtec,paco,0
mask,blendtec,0
cal,mask,0
dable,swag,1
shlomer,e-n,0
coupon,readbarren,1
qwetroop,peyto,1
amida,swag,0
goucheenachos,shlomer,1
theswooper,readbarren,0
charlie,peyto,0
amida,shlomer,0
theswooper,charlie,0
amida,theswooper,0
peyto,dable,0
readbarren,e-n,0
goucheenachos,coupon,1
swag,qwetroop,0
peyto,readbarren,0
coupon,swag,1
shlomer,peyto,0
charlie,swag,0
shlomer,charlie,1
theswooper,charlie,0
robotsword,lightning weeg,1
shade,crustl0rd,0
savage,fancy,1
sora,walt,1
ycz6,lightning weeg,0
slippy,shade,1
bolt,fancy,0
egg,walt,0
ycz6,shade,0
bolt,egg,0
ycz6,bolt,0
walt,robotsword,0
fancy,crustl0rd,1
slippy,savage,0
lightning weeg,sora,0
walt,crustl0rd,0
slippy,lightning weeg,1
shade,walt,1
egg,lightning weeg,0
walt,egg,1
bolt,egg,0
fan,joebigs,1
the brons kneecap,dickey,1
rubica,r-1,1
ctrlaltdefeat,birdman,0
pendragon,walrus,0
sauc3,joebigs,0
dickey,r-1,0
r23,ctrlaltdefeat,0
zent,pendragon,0
sauc3,dickey,0
r23,zent,0
sauc3,r23,1
the brons kneecap,rubica,1
pendragon,fan,0
ctrlaltdefeat,rubica,0
r-1,birdman,0
joebigs,walrus,0
pendragon,ctrlaltdefeat,1
r-1,joebigs,1
dickey,ctrlaltdefeat,1
zent,joebigs,0
ctrlaltdefeat,zent,0
sauc3,ctrlaltdefeat,0
afterlife,slime,1
kid manager,r2,1
the ram,hq,1
vaatu,indie,1
axe,slime,0
junirc,r2,1
kingquiggles,hq,0
beanwolf,indie,1
axe,r2,0
kingquiggles,indie,1
axe,indie,0
beanwolf,afterlife,0
hq,kid manager,0
junirc,the ram,1
slime,vaatu,0
beanwolf,hq,0
the ram,slime,1
r2,beanwolf,1
kingquiggles,slime,0
beanwolf,kingquiggles,1
indie,kingquiggles,0
generic,puma,0
baumwolle8,luxy,1
sambr,chaotropic,0
d-money,ivan,1
alan,generic,0
fern,luxy,1
snowy,sambr,0
sheep,ivan,1
alan,luxy,0
snowy,ivan,0
alan,snowy,0
sheep,puma,0
sambr,baumwolle8,0
fern,chaotropic,0
generic,d-money,0
sheep,sambr,1
fern,generic,1
luxy,sambr,1
ivan,generic,0
sambr,ivan,1
snowy,ivan,0
mew2king,ryan_k,0
4%,spud,0
wobbles,luigigoshard,0
eddy mexico,nightmare,0
mew2king,4%,0
wobbles,eddy mexico,0
mew2king,wobbles,0
slypig,slowking,1
sharkz,dsj,0
jank,a-wall,0
hamyojo,bigwenz,0
magicubed,lazarous,0
violence,lil isai,0
lonebutterfish,pleasantries,0
emt_sol,zook,0
slowking,sharkz,0
jank,hamyojo,1
magicubed,violence,0
lonebutterfish,emt_sol,0
spud,slowking,0
ryan_k,hamyojo,0
nightmare,magicubed,0
luigigoshard,lonebutterfish,0
spud,ryan_k,1
nightmare,luigigoshard,0
eddy mexico,ryan_k,0
4%,nightmare,1
eddy mexico,nightmare,0
drephen,vanity angel,0
sfat,beach,0
n0ne,mattdotzeb,0
chillindude,j666,0
drephen,sfat,1
n0ne,chillindude,1
sfat,chillindude,0
knubs.,messenger,0
baeblade,lxix,0
nerin,.ðempt,0
mb-smash,jonny "gumball" gamble,0
k,seabass,1
ny joey,jerry,0
suess,off3nse,1
lanceinthepants,mk.ii,0
knubs.,baeblade,1
nerin,mb-smash,0
seabass,ny joey,1
off3nse,lanceinthepants,1
beach,baeblade,1
vanity angel,nerin,0
j666,ny joey,1
mattdotzeb,lanceinthepants,0
baeblade,vanity angel,1
ny joey,mattdotzeb,1
n0ne,vanity angel,0
drephen,mattdotzeb,0
n0ne,drephen,0
yoyo,shroomed,1
trulliam,darkatma,0
reeve,macd,1
morsecode762,slox,1
shroomed,trulliam,0
macd,slox,0
shroomed,macd,0
azzu,macgruber,0
videowaffles,king fedora,0
mr. f,peanut,0
i4n,void,0
onisser,maybe,0
bigvegetabluntz,@tryceblazer,1
char,the lil d that could,0
thugz,nu,0
azzu,videowaffles,0
mr. f,i4n,1
onisser,@tryceblazer,1
char,thugz,1
darkatma,azzu,0
yoyo,i4n,0
morsecode762,@tryceblazer,0
reeve,thugz,0
darkatma,yoyo,0
morsecode762,reeve,1
slox,darkatma,0
trulliam,reeve,0
slox,trulliam,0
zeo,wizzrobe,1
iifter,dr. z,1
iceman,nintendude,1
absentpage,kage,1
wizzrobe,dr. z,0
nintendude,kage,0
wizzrobe,nintendude,0
eliott,braev,0
logos,jonathan cotto,1
hunt,thrash,1
chum,vdub,0
oro?!,derfmidwest,1
zasa,pr0tein,0
brian,duel,1
q,mentaculus,0
eliott,jonathan cotto,0
thrash,chum,1
derfmidwest,zasa,0
duel,q,0
iifter,eliott,1
zeo,chum,0
absentpage,derfmidwest,0
iceman,duel,0
eliott,zeo,0
absentpage,iceman,1
kage,eliott,0
dr. z,iceman,1
kage,iceman,0
pgh carroll,s2j,1
drunksloth,captain smuckers,1
1der,silent wolf,1
frenzy,mafia,1
s2j,captain smuckers,0
silent wolf,mafia,0
s2j,silent wolf,0
mchi,fooly,0
indie,nja,0
marriott moy,nomis,0
cob,icy,0
envy,roshi,0
jcubez,metric,1
phex,kingquiggles,0
fluid,davemon,0
mchi,indie,0
marriott moy,cob,1
envy,metric,0
phex,fluid,0
drunksloth,mchi,0
pgh carroll,cob,1
frenzy,envy,1
1der,phex,1
drunksloth,cob,1
envy,phex,0
mafia,cob,0
captain smuckers,envy,0
mafia,captain smuckers,0
ice,hungry pigeon,0
tai,toph,0
druggedfox,coffeeblack,0
rudolph,orly,0
ice,tai,0
druggedfox,rudolph,1
ice,rudolph,0
vanitas,ctrlaltdefeat,0
slug,dublat,1
cantus,team nick,0
emodinosaur,eggy,1
dj nintendo,zeeop,0
paper,surf's up. hail satan.,0
russell,quindelin,1
sauc3,ellis,1
vanitas,dublat,0
cantus,eggy,1
dj nintendo,paper,0
quindelin,ellis,0
toph,vanitas,0
hungry pigeon,eggy,1
orly,dj nintendo,1
coffeeblack,quindelin,0
toph,eggy,0
dj nintendo,coffeeblack,0
druggedfox,toph,0
tai,dj nintendo,0
druggedfox,tai,0
ryan ford,ka-master,1
pewpewu,lint,0
duck,spark,0
alex19,zealous5000,1
ka-master,pewpewu,1
duck,zealous5000,0
pewpewu,duck,0
lain,breezy,1
imyt,charlie,0
pikapastor,legion,0
mr_sweet,weeaboo,1
patcake,jip,0
shabo,scar,0
theswooper,phrigid,0
s1,xanmor,0
breezy,imyt,1
pikapastor,weeaboo,0
patcake,shabo,0
theswooper,s1,1
lint,imyt,0
ryan ford,pikapastor,0
alex19,patcake,0
spark,s1,0
lint,ryan ford,1
alex19,spark,1
zealous5000,ryan ford,1
ka-master,spark,0
ryan ford,ka-master,0
zhu,beerman,0
kirbykaze,hellsingulh,0
reno,| jflex,1
axe,r2dliu,1
zhu,kirbykaze,1
| jflex,r2dliu,1
kirbykaze,r2dliu,0
dshi,usleon,1
triple r,nox,0
puff,s2b,1
spaceanimalz.com,nexic,0
desseler,yordy,1
goonsquad,prz,1
idcrisis,yeti,1
nice boy,decaf,1
usleon,triple r,1
s2b,spaceanimalz.com,0
yordy,prz,1
yeti,decaf,0
hellsingulh,triple r,1
beerman,s2b,0
axe,prz,0
reno,yeti,0
triple r,beerman,0
axe,reno,0
| jflex,triple r,0
zhu,axe,0
| jflex,zhu,0
r23,laudandus,1
vish,| nakamaman,0
syrox,armada,1
ginger,lovage805,1
laudandus,vish,0
armada,lovage805,0
laudandus,armada,0
nurok,timesink,1
nes,kal-el,0
gar,farks,0
flood,nard dogg,0
jager,konati,0
modem,fluffs,0
quang,simple,0
joeycrzl,dingus,0
timesink,nes,1
gar,flood,0
jager,modem,0
quang,joeycrzl,1
| nakamaman,nes,0
r23,gar,1
ginger,jager,0
syrox,joeycrzl,0
| nakamaman,gar,1
ginger,syrox,1
lovage805,gar,0
vish,syrox,1
lovage805,syrox,0
plup,amida,0
tafokints,zain,1
kjh,liquid,0
professor pro,ibdw,0
plup,zain,1
kjh,professor pro,0
zain,kjh,0
tranimal,sveet,0
mundungu,kenpachi,0
borp,kanye rest,1
biggpappa,suidt,0
peanutphobia,bananasack,0
iateyourpie,sapoc,0
rog,nintnt,0
galen the wise,mementomori,0
tranimal,mundungu,1
kanye rest,biggpappa,0
peanutphobia,iateyourpie,0
rog,galen the wise,0
tafokints,mundungu,0
amida,kanye rest,0
ibdw,peanutphobia,0
liquid,rog,0
tafokints,amida,1
ibdw,liquid,0
professor pro,amida,0
plup,ibdw,0
professor pro,plup,0
vinodh,leffen,1
hindawg,mfsa,0
anther,gahtzu,1
sypherphoenix,hugs,1
leffen,hindawg,0
gahtzu,hugs,0
leffen,gahtzu,0
gart,gemini,1
griffith,deenuna,0
bolt,mr. potatobread,0
cookiemonsta,den,0
tran,cava,0
scythe,egg,0
coyote,mattmog,1
salty seth,odderon,0
gemini,griffith,1
bolt,cookiemonsta,0
tran,scythe,1
mattmog,salty seth,1
mfsa,griffith,0
vinodh,bolt,0
sypherphoenix,scythe,0
anther,salty seth,0
mfsa,vinodh,1
sypherphoenix,anther,1
hugs,vinodh,0
hindawg,anther,1
hugs,anther,0
hot,infinite numbers,1
jkj,westballz,1
tang,chudat,1
heartstrings,captain faceroll,1
infinite numbers,westballz,0
chudat,captain faceroll,0
infinite numbers,chudat,0
tm,hh toast,0
pb&j,j,1
jawanga,ferriswheel,0
cal,yankee,0
fireflyhi,mask,1
therealthing,bernal,0
drugfreechu,holy ham,0
hello,mrboffo,0
tm,j,0
jawanga,cal,0
mask,therealthing,1
drugfreechu,hello,1
jkj,tm,0
hot,jawanga,1
heartstrings,therealthing,1
tang,hello,0
jkj,jawanga,1
therealthing,tang,0
captain faceroll,jawanga,0
westballz,therealthing,0
captain faceroll,westballz,0
dope,hungrybox,1
liberate,zanguzen,1
widl,bladewise,1
dairdev1l,dizzkidboogie,1
hungrybox,zanguzen,0
bladewise,dizzkidboogie,0
hungrybox,bladewise,0
kim yung un,ceephax,0
snowy,thissidedown,1
ju4n,reesch,0
fendricklamar,| dope,0
colonel dog,veklor,1
goomy,slush,0
jamrun,ivan,0
rustin,sans,0
kim yung un,thissidedown,0
ju4n,fendricklamar,1
veklor,goomy,1
jamrun,rustin,0
liberate,kim yung un,0
dope,fendricklamar,0
dairdev1l,goomy,0
widl,jamrun,1
liberate,dope,1
dairdev1l,jamrun,1
dizzkidboogie,dope,0
zanguzen,jamrun,1
dizzkidboogie,jamrun,0
frootloop,taj,0
dr. greenthumb,swedish delight,1
colbol,ycz6,1
prince abu,damian tyson,0
frootloop,swedish delight,1
ycz6,prince abu,1
swedish delight,prince abu,0
snap,signd0g,1
ferocitii,parzival,0
a link named slykbacc,restez,1
onion,pablobear8,0
pyro,dj red lantern,0
koopatroopa895,trilok,0
yort,monib,0
phish-it,dfu,1
signd0g,ferocitii,0
restez,onion,1
pyro,koopatroopa895,1
yort,dfu,0
dr. greenthumb,signd0g,0
taj,onion,0
damian tyson,koopatroopa895,1
colbol,yort,0
dr. greenthumb,taj,1
koopatroopa895,colbol,1
ycz6,taj,1
frootloop,colbol,1
taj,colbol,0
$mike,swiftbass,1
mang0,wenbobular,0
android,| nmw,0
mikehaze,crunch,0
swiftbass,mang0,1
android,mikehaze,1
mang0,mikehaze,0
kason,shinobi,1
pi,beegs,0
yomi,sneddy,0
tapion,law,0
paz,hank,0
sago,treetz,0
gato,cake,0
vincessant,king potato,0
shinobi,pi,1
yomi,tapion,1
paz,sago,1
gato,vincessant,0
wenbobular,pi,1
$mike,tapion,0
crunch,sago,0
| nmw,gato,0
pi,$mike,0
crunch,| nmw,1
android,pi,0
swiftbass,| nmw,1
android,| nmw,0
tian,lucky,1
darrell,fuzzyness,0
| uuaa,the moon,1
alan,kels,1
lucky,darrell,0
the moon,kels,0
lucky,the moon,0
jf,near,0
saus,sweet,1
roboticphish,rik,1
shaeden,slartibartfast42,0
brtarolg,visualwatch,0
liam_butler,shroudedone,0
the brig,puncayshun,0
dunk,| flashburn 117,0
jf,sweet,1
rik,shaeden,0
brtarolg,liam_butler,1
the brig,dunk,1
fuzzyness,sweet,0
tian,rik,1
alan,liam_butler,0
| uuaa,dunk,0
fuzzyness,rik,0
alan,| uuaa,0
kels,fuzzyness,0
darrell,alan,0
kels,darrell,0
mew2king,wobbles,0
s2j,silent wolf,1
leffen,gahtzu,1
ice,rudolph,0
infinite numbers,chudat,1
sfat,chillindude,0
pewpewu,duck,1
hungrybox,bladewise,0
shroomed,macd,0
kirbykaze,r2dliu,0
swedish delight,prince abu,0
laudandus,armada,1
mang0,mikehaze,0
wizzrobe,nintendude,1
zain,kjh,0
lucky,the moon,1
mew2king,silent wolf,1
gahtzu,ice,1
chudat,sfat,1
duck,hungrybox,1
shroomed,kirbykaze,1
swedish delight,armada,1
mang0,nintendude,0
zain,the moon,1
silent wolf,ice,1
sfat,hungrybox,0
kirbykaze,armada,1
mang0,the moon,0
ice,sfat,0
armada,mang0,1
ice,mang0,1
mang0,armada,1
armada,mang0,1
eddy mexico,ka-master,0
mafia,captain smuckers,0
hugs,anther,0
druggedfox,tai,0
captain faceroll,westballz,1
n0ne,drephen,0
ryan ford,| nmw,0
dizzkidboogie,jamrun,0
slox,trulliam,1
| jflex,zhu,1
taj,colbol,0
lovage805,syrox,1
android,nightmare,0
kage,iceman,1
professor pro,plup,1
kels,darrell,0
lucky,eddy mexico,0
kjh,mafia,1
wizzrobe,hugs,0
mikehaze,druggedfox,1
laudandus,westballz,1
prince abu,n0ne,0
r2dliu,ryan ford,1
macd,dizzkidboogie,1
bladewise,trulliam,0
pewpewu,zhu,0
chillindude,taj,0
infinite numbers,syrox,1
rudolph,android,1
leffen,iceman,0
s2j,plup,1
wobbles,kels,0
lucky,mafia,0
wizzrobe,druggedfox,0
westballz,prince abu,0
ryan ford,dizzkidboogie,1
bladewise,pewpewu,1
chillindude,syrox,0
android,leffen,1
plup,wobbles,0
duck,lucky,0
chudat,wizzrobe,1
gahtzu,westballz,1
mew2king,dizzkidboogie,0
zain,pewpewu,1
nintendude,chillindude,1
swedish delight,leffen,0
shroomed,plup,0
duck,wizzrobe,1
westballz,mew2king,1
pewpewu,chillindude,0
swedish delight,shroomed,0
kirbykaze,wizzrobe,1
the moon,mew2king,1
silent wolf,pewpewu,1
hungrybox,swedish delight,0
wizzrobe,mew2king,1
pewpewu,hungrybox,1
sfat,mew2king,1
armada,hungrybox,0
mew2king,armada,1
ice,armada,1
