T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
luigi player,vyq,gijsbeer,nesstea,0,2,0
whiny,logisticuz,karvaperse666,rush,0,2,1
bowie,silentdoom,duffcity,shadowclaw,0,2,0
buspappan,knug,boomuki,cyfersquad,1,0,2
paoz,enki,deo,alias,0,2,0
luigi player,vyq,karvaperse666,rush,0,2,0
gijsbeer,nesstea,duffcity,shadowclaw,0,2,0
whiny,logisticuz,boomuki,cyfersquad,1,0,2
bowie,silentdoom,deo,alias,1,1,2
buspappan,knug,paoz,enki,1,0,2
luigi player,vyq,duffcity,shadowclaw,0,2,0
karvaperse666,rush,boomuki,cyfersquad,1,0,2
gijsbeer,nesstea,deo,alias,1,0,2
whiny,logisticuz,paoz,enki,1,0,2
bowie,silentdoom,buspappan,knug,0,2,1
luigi player,vyq,boomuki,cyfersquad,0,2,0
duffcity,shadowclaw,deo,alias,1,0,2
karvaperse666,rush,paoz,enki,1,0,2
gijsbeer,nesstea,buspappan,knug,0,2,0
whiny,logisticuz,bowie,silentdoom,1,0,2
luigi player,vyq,deo,alias,0,2,0
boomuki,cyfersquad,paoz,enki,1,0,2
duffcity,shadowclaw,buspappan,knug,1,0,2
karvaperse666,rush,bowie,silentdoom,1,0,2
gijsbeer,nesstea,whiny,logisticuz,0,2,1
luigi player,vyq,paoz,enki,0,2,0
deo,alias,buspappan,knug,0,2,0
boomuki,cyfersquad,bowie,silentdoom,0,2,1
duffcity,shadowclaw,whiny,logisticuz,0,2,0
karvaperse666,rush,gijsbeer,nesstea,1,0,2
cyve,mr.r,ed|wilksy15,hawxx is rippin,0,2,0
izaw,smashsk,makec,whasslightyear,0,0,-1
el_pitikla,joseluisasdfg,jesteros,giannis,0,2,0
kesa,marm',comical,parablegreg,1,0,2
chard,bollefar,bonushat,pride,0,0,-1
cyve,mr.r,makec,whasslightyear,0,0,-1
ed|wilksy15,hawxx is rippin,jesteros,giannis,0,2,0
izaw,smashsk,comical,parablegreg,0,2,0
el_pitikla,joseluisasdfg,bonushat,pride,0,0,-1
kesa,marm',chard,bollefar,0,2,0
cyve,mr.r,jesteros,giannis,0,2,0
makec,whasslightyear,comical,parablegreg,1,-1,0
ed|wilksy15,hawxx is rippin,bonushat,pride,0,0,-1
izaw,smashsk,chard,bollefar,0,2,0
el_pitikla,joseluisasdfg,kesa,marm',1,1,2
cyve,mr.r,comical,parablegreg,0,2,0
jesteros,giannis,bonushat,pride,0,0,-1
makec,whasslightyear,chard,bollefar,1,-1,0
ed|wilksy15,hawxx is rippin,kesa,marm',1,0,2
izaw,smashsk,el_pitikla,joseluisasdfg,0,2,0
cyve,mr.r,bonushat,pride,0,0,-1
comical,parablegreg,chard,bollefar,0,2,1
jesteros,giannis,kesa,marm',1,0,2
makec,whasslightyear,el_pitikla,joseluisasdfg,1,-1,0
ed|wilksy15,hawxx is rippin,izaw,smashsk,1,0,2
cyve,mr.r,chard,bollefar,0,2,0
bonushat,pride,kesa,marm',1,-1,0
comical,parablegreg,el_pitikla,joseluisasdfg,0,2,1
jesteros,giannis,izaw,smashsk,1,0,2
makec,whasslightyear,ed|wilksy15,hawxx is rippin,1,-1,0
cyve,mr.r,kesa,marm',0,2,0
chard,bollefar,el_pitikla,joseluisasdfg,0,2,1
bonushat,pride,izaw,smashsk,1,-1,0
comical,parablegreg,ed|wilksy15,hawxx is rippin,1,0,2
jesteros,giannis,makec,whasslightyear,0,0,-1
cyve,mr.r,el_pitikla,joseluisasdfg,0,2,1
kesa,marm',izaw,smashsk,1,1,2
chard,bollefar,ed|wilksy15,hawxx is rippin,1,0,2
bonushat,pride,makec,whasslightyear,1,-1,0
comical,parablegreg,jesteros,giannis,0,2,0
cyve,mr.r,izaw,smashsk,0,2,0
el_pitikla,joseluisasdfg,ed|wilksy15,hawxx is rippin,0,2,0
kesa,marm',makec,whasslightyear,1,-1,0
chard,bollefar,jesteros,giannis,0,2,0
bonushat,pride,comical,parablegreg,1,-1,0
xzx,ccst,plastic poptart,kibzu~,0,2,1
miguel,slime,fluffysheeps,pikamaxi,0,2,1
orchard,sak,ulf,riksto,1,-2,-2
hattie,micklebarrow,yojimbo,lufos,1,-2,-2
ninpowa,deff,scrm,kweet,1,-2,-2
max ketchum,sl himura,plastic poptart,kibzu~,0,-2,-2
xzx,ccst,ulf,riksto,0,-2,-2
miguel,slime,yojimbo,lufos,0,-2,-2
orchard,sak,scrm,kweet,1,-2,-2
hattie,micklebarrow,ninpowa,deff,1,-2,-2
max ketchum,sl himura,fluffysheeps,pikamaxi,0,-2,-2
plastic poptart,kibzu~,ulf,riksto,0,2,0
xzx,ccst,scrm,kweet,0,-2,-2
miguel,slime,ninpowa,deff,0,-2,-2
orchard,sak,hattie,micklebarrow,1,-2,-2
max ketchum,sl himura,ulf,riksto,0,-2,-2
fluffysheeps,pikamaxi,yojimbo,lufos,0,2,0
plastic poptart,kibzu~,scrm,kweet,1,1,2
xzx,ccst,hattie,micklebarrow,0,-2,-2
miguel,slime,orchard,sak,0,-2,-2
max ketchum,sl himura,yojimbo,lufos,0,-2,-2
ulf,riksto,scrm,kweet,0,2,0
fluffysheeps,pikamaxi,ninpowa,deff,0,-2,-2
plastic poptart,kibzu~,hattie,micklebarrow,0,-2,-2
xzx,ccst,miguel,slime,0,-2,-2
max ketchum,sl himura,scrm,kweet,0,-2,-2
